i	j	x	r	mach	theta	press	temp	massflow
160	98	1.34801	0	1.85126	0	71.3393	1593.88	0
161	99	1.3558	0	1.857	0	70.6903	1590.55	0
161	100	1.36372	0	1.86284	0	70.035	1587.17	0
162	101	1.3716	0	1.86874	0	69.3786	1583.76	0
163	102	1.37948	0	1.87453	0	68.7404	1580.42	0
164	103	1.38738	0	1.88038	0	68.1001	1577.05	0
165	104	1.3953	0	1.88617	0	67.4722	1573.71	0
166	105	1.40322	0	1.892	0	66.8445	1570.36	0
167	106	1.41116	0	1.8978	0	66.2266	1567.03	0
168	107	1.41911	0	1.90362	0	65.6105	1563.69	0
169	108	1.42708	0	1.90941	0	65.0024	1560.36	0
170	109	1.43506	0	1.91523	0	64.3973	1557.03	0
171	110	1.44305	0	1.92103	0	63.799	1553.72	0
171	111	1.4574	0	1.93144	0	62.738	1547.77	0
172	112	1.4655	0	1.9374	0	62.1372	1544.38	0
173	113	1.47362	0	1.94323	0	61.5547	1541.06	0
174	114	1.48175	0	1.94916	0	60.9679	1537.69	0
175	115	1.48989	0	1.95501	0	60.3942	1534.37	0
176	116	1.49805	0	1.96091	0	59.8195	1531.02	0
177	117	1.50623	0	1.96677	0	59.2547	1527.71	0
