i	j	x	r	mach	theta	press	temp
6	150	4.31049	1.78672	2.5401	5.10883	22.8466	1700.82
7	150	4.33996	1.77709	2.54622	4.97861	22.6124	1696.82
8	150	4.3691	1.76751	2.55223	4.85065	22.3849	1692.9
9	150	4.41688	1.75173	2.562	4.64183	22.0195	1686.55
10	150	4.44579	1.74214	2.56785	4.51645	21.8035	1682.76
11	150	4.47467	1.73251	2.57367	4.39165	21.591	1679
12	150	4.50335	1.72291	2.57939	4.26857	21.3838	1675.3
13	150	4.5597	1.70393	2.59053	4.02833	20.9863	1668.14
14	150	4.58814	1.6943	2.59609	3.90823	20.791	1664.58
15	150	4.61655	1.68464	2.6016	3.7888	20.5989	1661.05
16	150	4.64479	1.675	2.60702	3.67097	20.4115	1657.58
17	150	4.673	1.66533	2.6124	3.55385	20.2273	1654.16
18	150	4.70986	1.65264	2.61936	3.4021	19.9917	1649.73
19	150	4.73791	1.64294	2.6246	3.28745	19.8159	1646.41
20	150	4.76584	1.63324	2.62978	3.17413	19.6441	1643.14
21	150	4.79372	1.62353	2.63489	3.06184	19.4757	1639.91
22	150	4.82149	1.61382	2.63993	2.95083	19.311	1636.73
23	150	4.8677	1.59758	2.64821	2.76795	19.0436	1631.52
24	150	4.89531	1.58783	2.65309	2.65991	18.8878	1628.46
25	150	4.92286	1.57806	2.65791	2.55296	18.7352	1625.45
26	150	4.9503	1.5683	2.66265	2.44741	18.5862	1622.49
27	150	4.97769	1.55853	2.66733	2.34303	18.4404	1619.57
28	150	5.00497	1.54876	2.67193	2.24003	18.2981	1616.71
29	150	5.03328	1.53858	2.67665	2.1342	18.1533	1613.78
30	150	5.06046	1.52878	2.68112	2.03369	18.0173	1611
31	150	5.08755	1.51897	2.68551	1.93456	17.8844	1608.28
32	150	5.11455	1.50917	2.68983	1.83688	17.7549	1605.62
33	150	5.14146	1.49936	2.69407	1.74064	17.6286	1603
34	150	5.16827	1.48956	2.69824	1.64592	17.5054	1600.43
35	150	5.20636	1.47559	2.70404	1.51344	17.3353	1596.87
36	150	5.23298	1.46578	2.70801	1.42237	17.2197	1594.43
37	150	5.2595	1.45598	2.71191	1.33293	17.1074	1592.04
38	150	5.2859	1.4462	2.71571	1.24527	16.9983	1589.72
39	150	5.31218	1.43643	2.71942	1.15936	16.8924	1587.45
40	150	5.33833	1.42669	2.72304	1.07532	16.7898	1585.24
41	150	5.38584	1.4089	2.72942	0.926476	16.6105	1581.36
42	150	5.41163	1.39922	2.73277	0.847963	16.5171	1579.33
43	150	5.43727	1.38956	2.73603	0.77147	16.427	1577.35
44	150	5.46271	1.37995	2.73916	0.697394	16.3405	1575.45
45	150	5.48797	1.37038	2.7422	0.62556	16.2574	1573.62
46	150	5.51301	1.36088	2.74511	0.556303	16.178	1571.86
47	150	5.53784	1.35144	2.7479	0.489569	16.1021	1570.17
48	150	5.56859	1.3397	2.75123	0.409873	16.0124	1568.17
49	150	5.59287	1.33042	2.75373	0.349468	15.945	1566.66
50	150	5.61681	1.32125	2.7561	0.292252	15.8817	1565.24
51	150	5.64041	1.31219	2.75832	0.2384	15.8226	1563.9
52	150	5.6636	1.30327	2.76038	0.188198	15.768	1562.67
53	150	5.68634	1.29451	2.76226	0.141932	15.718	1561.53
54	150	5.70855	1.28594	2.76397	0.0999836	15.673	1560.51
55	150	5.74477	1.27195	2.76639	0.0401559	15.6094	1559.06
56	150	5.76498	1.26413	2.76748	0.0128675	15.5807	1558.41
57	150	5.78272	1.25725	2.768	0	15.5672	1558.1
58	150	5.78702	1.25559	2.768	0	15.5672	1558.1
59	150	5.83846	1.23566	2.768	0	15.5672	1558.1
60	150	5.8899	1.21573	2.768	0	15.5672	1558.1
61	150	5.94134	1.1958	2.768	0	15.5672	1558.1
62	150	5.99278	1.17587	2.768	0	15.5672	1558.1
63	150	6.04422	1.15594	2.768	0	15.5672	1558.1
64	150	6.09566	1.13601	2.768	0	15.5672	1558.1
65	150	6.1471	1.11608	2.768	0	15.5672	1558.1
66	150	6.19854	1.09615	2.768	0	15.5672	1558.1
67	150	6.24998	1.07622	2.768	0	15.5672	1558.1
68	150	6.30142	1.05629	2.768	0	15.5672	1558.1
69	150	6.35286	1.03636	2.768	0	15.5672	1558.1
70	150	6.4043	1.01643	2.768	0	15.5672	1558.1
71	150	6.45574	0.996499	2.768	0	15.5672	1558.1
72	150	6.50718	0.976569	2.768	0	15.5672	1558.1
73	150	6.55862	0.956639	2.768	0	15.5672	1558.1
74	150	6.61006	0.936709	2.768	0	15.5672	1558.1
75	150	6.6615	0.916779	2.768	0	15.5672	1558.1
76	150	6.71294	0.896849	2.768	0	15.5672	1558.1
77	150	6.76438	0.876919	2.768	0	15.5672	1558.1
78	150	6.81582	0.856989	2.768	0	15.5672	1558.1
79	150	6.86726	0.837059	2.768	0	15.5672	1558.1
80	150	6.9187	0.817129	2.768	0	15.5672	1558.1
81	150	6.97014	0.797199	2.768	0	15.5672	1558.1
82	150	7.02158	0.777269	2.768	0	15.5672	1558.1
83	150	7.07302	0.757339	2.768	0	15.5672	1558.1
84	150	7.12446	0.737409	2.768	0	15.5672	1558.1
85	150	7.1759	0.717479	2.768	0	15.5672	1558.1
86	150	7.22734	0.697549	2.768	0	15.5672	1558.1
87	150	7.27878	0.677619	2.768	0	15.5672	1558.1
88	150	7.33022	0.657689	2.768	0	15.5672	1558.1
89	150	7.38166	0.637759	2.768	0	15.5672	1558.1
90	150	7.4331	0.617829	2.768	0	15.5672	1558.1
91	150	7.48454	0.597899	2.768	0	15.5672	1558.1
92	150	7.53598	0.577969	2.768	0	15.5672	1558.1
93	150	7.58743	0.558039	2.768	0	15.5672	1558.1
94	150	7.63887	0.538109	2.768	0	15.5672	1558.1
95	150	7.69031	0.518179	2.768	0	15.5672	1558.1

0	151	4.21519	1.85456	2.51243	5.6986	23.9362	1719.02
1	151	4.22393	1.85177	2.51427	5.65966	23.8619	1717.8
2	151	4.25436	1.84199	2.52069	5.52387	23.6054	1713.56
3	151	4.28422	1.83236	2.52693	5.39179	23.3587	1709.45
4	151	4.32385	1.8195	2.53519	5.21661	23.0364	1704.04
5	151	4.35348	1.80985	2.5413	5.08667	22.8006	1700.03
6	151	4.38315	1.80014	2.54739	4.9568	22.5677	1696.05
7	151	4.4125	1.79049	2.55337	4.82919	22.3416	1692.16
8	151	4.46061	1.77459	2.56311	4.62096	21.9784	1685.83
9	151	4.48971	1.76492	2.56894	4.49594	21.7637	1682.05
10	151	4.5188	1.75522	2.57473	4.37151	21.5525	1678.31
11	151	4.54767	1.74555	2.58043	4.24879	21.3465	1674.63
12	151	4.60441	1.72644	2.59152	4.00929	20.9515	1667.5
13	151	4.63303	1.71673	2.59705	3.88958	20.7572	1663.96
14	151	4.66164	1.707	2.60254	3.77053	20.5663	1660.45
15	151	4.69006	1.69729	2.60794	3.65308	20.38	1657
16	151	4.71847	1.68755	2.6133	3.53637	20.197	1653.59
17	151	4.75557	1.67477	2.62022	3.38513	19.9628	1649.19
18	151	4.78381	1.665	2.62544	3.27088	19.7881	1645.88
19	151	4.81193	1.65523	2.63059	3.15797	19.6173	1642.63
20	151	4.83998	1.64545	2.63567	3.04609	19.4499	1639.41
21	151	4.86793	1.63568	2.64069	2.93549	19.2863	1636.25
22	151	4.91445	1.61932	2.64893	2.75331	19.0204	1631.07
23	151	4.94223	1.6095	2.65379	2.64569	18.8656	1628.03
24	151	4.96996	1.59967	2.65858	2.53917	18.714	1625.03
25	151	4.99758	1.58984	2.6633	2.43405	18.566	1622.08
26	151	5.02513	1.58001	2.66795	2.3301	18.4211	1619.18
27	151	5.05259	1.57017	2.67253	2.22754	18.2796	1616.33
28	151	5.08108	1.55992	2.67722	2.12217	18.1357	1613.42
29	151	5.10842	1.55006	2.68167	2.0221	18.0006	1610.66
30	151	5.13568	1.54019	2.68604	1.92342	17.8686	1607.96
31	151	5.16284	1.53032	2.69033	1.82618	17.7399	1605.3
32	151	5.18991	1.52045	2.69455	1.7304	17.6143	1602.7
33	151	5.21688	1.51059	2.69869	1.63612	17.492	1600.15
34	151	5.2552	1.49653	2.70446	1.50429	17.323	1596.61
35	151	5.28197	1.48667	2.70841	1.41368	17.2082	1594.18
36	151	5.30864	1.47681	2.71228	1.32469	17.0965	1591.81
37	151	5.33519	1.46697	2.71606	1.23749	16.9882	1589.5
38	151	5.36161	1.45715	2.71975	1.15204	16.883	1587.25
39	151	5.38791	1.44734	2.72335	1.06845	16.7811	1585.06
40	151	5.43568	1.42946	2.72969	0.920435	16.603	1581.2
41	151	5.4616	1.41972	2.73302	0.842371	16.5102	1579.18
42	151	5.48737	1.41001	2.73625	0.766325	16.4208	1577.22
43	151	5.51294	1.40035	2.73937	0.69269	16.3349	1575.33
44	151	5.53833	1.39074	2.74238	0.621293	16.2524	1573.51
45	151	5.56348	1.38119	2.74527	0.552466	16.1735	1571.76
46	151	5.58842	1.3717	2.74805	0.486154	16.0982	1570.08
47	151	5.61932	1.35991	2.75135	0.406973	16.0091	1568.09
48	151	5.6437	1.35059	2.75384	0.346968	15.9422	1566.59
49	151	5.66774	1.34138	2.75619	0.290137	15.8794	1565.18
50	151	5.69143	1.33228	2.75839	0.236656	15.8207	1563.86
51	151	5.71472	1.32333	2.76043	0.186806	15.7664	1562.63
52	151	5.73753	1.31454	2.76231	0.140871	15.7168	1561.51
53	151	5.75982	1.30594	2.764	0.0992282	15.6722	1560.49
54	151	5.79614	1.29191	2.7664	0.0398471	15.6091	1559.06
55	151	5.81639	1.28406	2.76749	0.0127676	15.5806	1558.4
56	151	5.83416	1.27718	2.768	0	15.5672	1558.1
57	151	5.83846	1.27552	2.768	0	15.5672	1558.1
58	151	5.8899	1.25559	2.768	0	15.5672	1558.1
59	151	5.94134	1.23566	2.768	0	15.5672	1558.1
60	151	5.99278	1.21573	2.768	0	15.5672	1558.1
61	151	6.04422	1.1958	2.768	0	15.5672	1558.1
62	151	6.09566	1.17587	2.768	0	15.5672	1558.1
63	151	6.1471	1.15594	2.768	0	15.5672	1558.1
64	151	6.19854	1.13601	2.768	0	15.5672	1558.1
65	151	6.24998	1.11608	2.768	0	15.5672	1558.1
66	151	6.30142	1.09615	2.768	0	15.5672	1558.1
67	151	6.35286	1.07622	2.768	0	15.5672	1558.1
68	151	6.4043	1.05629	2.768	0	15.5672	1558.1
69	151	6.45574	1.03636	2.768	0	15.5672	1558.1
70	151	6.50718	1.01643	2.768	0	15.5672	1558.1
71	151	6.55862	0.996499	2.768	0	15.5672	1558.1
72	151	6.61006	0.976569	2.768	0	15.5672	1558.1
73	151	6.6615	0.956639	2.768	0	15.5672	1558.1
74	151	6.71294	0.936709	2.768	0	15.5672	1558.1
75	151	6.76438	0.916779	2.768	0	15.5672	1558.1
76	151	6.81582	0.896849	2.768	0	15.5672	1558.1
77	151	6.86726	0.876919	2.768	0	15.5672	1558.1
78	151	6.9187	0.856989	2.768	0	15.5672	1558.1
79	151	6.97014	0.837059	2.768	0	15.5672	1558.1
80	151	7.02158	0.817129	2.768	0	15.5672	1558.1
81	151	7.07302	0.797199	2.768	0	15.5672	1558.1
82	151	7.12446	0.777269	2.768	0	15.5672	1558.1
83	151	7.1759	0.757339	2.768	0	15.5672	1558.1
84	151	7.22734	0.737409	2.768	0	15.5672	1558.1
85	151	7.27878	0.717479	2.768	0	15.5672	1558.1
86	151	7.33022	0.697549	2.768	0	15.5672	1558.1
87	151	7.38166	0.677619	2.768	0	15.5672	1558.1
88	151	7.4331	0.657689	2.768	0	15.5672	1558.1
89	151	7.48454	0.637759	2.768	0	15.5672	1558.1
90	151	7.53598	0.617829	2.768	0	15.5672	1558.1
91	151	7.58743	0.597899	2.768	0	15.5672	1558.1
92	151	7.63887	0.577969	2.768	0	15.5672	1558.1
93	151	7.69031	0.558039	2.768	0	15.5672	1558.1

0	152	4.30338	1.86319	2.52333	5.47167	23.501	1711.83
1	152	4.32676	1.85564	2.52816	5.36917	23.3104	1708.65
2	152	4.36667	1.84268	2.53639	5.19443	22.9899	1703.25
3	152	4.3965	1.83296	2.54247	5.06484	22.7555	1699.27
4	152	4.42638	1.82317	2.54854	4.93531	22.524	1695.3
5	152	4.45593	1.81346	2.5545	4.80805	22.2992	1691.42
6	152	4.50437	1.79744	2.56419	4.6004	21.9382	1685.13
7	152	4.53367	1.7877	2.57	4.47573	21.7247	1681.37
8	152	4.56295	1.77793	2.57577	4.35167	21.5148	1677.64
9	152	4.59202	1.76819	2.58144	4.22931	21.31	1673.98
10	152	4.64914	1.74893	2.59249	3.99055	20.9173	1666.88
11	152	4.67796	1.73916	2.59799	3.87121	20.7242	1663.35
12	152	4.70676	1.72935	2.60346	3.75255	20.5344	1659.86
13	152	4.73537	1.71957	2.60884	3.63548	20.3492	1656.43
14	152	4.76396	1.70976	2.61417	3.51916	20.1673	1653.03
15	152	4.80131	1.69689	2.62106	3.36844	19.9345	1648.65
16	152	4.82974	1.68705	2.62626	3.25459	19.7608	1645.36
17	152	4.85804	1.67722	2.63138	3.14208	19.5911	1642.12
18	152	4.88628	1.66737	2.63644	3.0306	19.4247	1638.93
19	152	4.91441	1.65752	2.64144	2.92041	19.262	1635.78
20	152	4.96122	1.64105	2.64964	2.73892	18.9978	1630.63
21	152	4.98918	1.63117	2.65447	2.63172	18.844	1627.6
22	152	5.01709	1.62127	2.65924	2.52562	18.6933	1624.62
23	152	5.04488	1.61138	2.66393	2.42093	18.5461	1621.69
24	152	5.07261	1.60147	2.66856	2.3174	18.4021	1618.8
25	152	5.10023	1.59157	2.67312	2.21527	18.2615	1615.97
26	152	5.12889	1.58126	2.67779	2.11035	18.1185	1613.07
27	152	5.1564	1.57133	2.68221	2.01072	17.9842	1610.33
28	152	5.18383	1.5614	2.68655	1.91247	17.8531	1607.64
29	152	5.21115	1.55147	2.69083	1.81568	17.7251	1605
30	152	5.23838	1.54154	2.69502	1.72034	17.6004	1602.41
31	152	5.26551	1.53162	2.69914	1.62651	17.4789	1599.88
32	152	5.30405	1.51747	2.70488	1.49532	17.3109	1596.35
33	152	5.33098	1.50754	2.7088	1.40515	17.1968	1593.94
34	152	5.3578	1.49763	2.71265	1.31661	17.0859	1591.59
35	152	5.38449	1.48773	2.71641	1.22986	16.9783	1589.29
36	152	5.41107	1.47785	2.72008	1.14485	16.8738	1587.05
37	152	5.4375	1.46799	2.72365	1.06171	16.7725	1584.87
38	152	5.48552	1.45001	2.72996	0.914513	16.5956	1581.04
39	152	5.51158	1.44022	2.73326	0.836891	16.5035	1579.03
40	152	5.53748	1.43046	2.73647	0.761284	16.4146	1577.08
41	152	5.56317	1.42075	2.73957	0.688082	16.3294	1575.21
42	152	5.58869	1.41109	2.74256	0.617114	16.2474	1573.4
43	152	5.61396	1.40149	2.74544	0.548708	16.1691	1571.66
44	152	5.63902	1.39196	2.74819	0.48281	16.0943	1570
45	152	5.67005	1.38012	2.75147	0.404135	16.0058	1568.02
46	152	5.69453	1.37076	2.75394	0.344521	15.9394	1566.53
47	152	5.71868	1.36151	2.75628	0.288069	15.877	1565.13
48	152	5.74246	1.35237	2.75846	0.23495	15.8188	1563.82
49	152	5.76583	1.34339	2.76049	0.185445	15.765	1562.6
50	152	5.78873	1.33457	2.76235	0.139833	15.7157	1561.48
51	152	5.81108	1.32594	2.76403	0.0984897	15.6714	1560.47
52	152	5.84751	1.31186	2.76641	0.0395454	15.6088	1559.05
53	152	5.86781	1.304	2.76749	0.01267	15.5805	1558.4
54	152	5.8856	1.29711	2.768	0	15.5672	1558.1
55	152	5.8899	1.29545	2.768	0	15.5672	1558.1
56	152	5.94134	1.27552	2.768	0	15.5672	1558.1
57	152	5.99278	1.25559	2.768	0	15.5672	1558.1
58	152	6.04422	1.23566	2.768	0	15.5672	1558.1
59	152	6.09566	1.21573	2.768	0	15.5672	1558.1
60	152	6.1471	1.1958	2.768	0	15.5672	1558.1
61	152	6.19854	1.17587	2.768	0	15.5672	1558.1
62	152	6.24998	1.15594	2.768	0	15.5672	1558.1
63	152	6.30142	1.13601	2.768	0	15.5672	1558.1
64	152	6.35286	1.11608	2.768	0	15.5672	1558.1
65	152	6.4043	1.09615	2.768	0	15.5672	1558.1
66	152	6.45574	1.07622	2.768	0	15.5672	1558.1
67	152	6.50718	1.05629	2.768	0	15.5672	1558.1
68	152	6.55862	1.03636	2.768	0	15.5672	1558.1
69	152	6.61006	1.01643	2.768	0	15.5672	1558.1
70	152	6.6615	0.996499	2.768	0	15.5672	1558.1
71	152	6.71294	0.976569	2.768	0	15.5672	1558.1
72	152	6.76438	0.956639	2.768	0	15.5672	1558.1
73	152	6.81582	0.936709	2.768	0	15.5672	1558.1
74	152	6.86726	0.916779	2.768	0	15.5672	1558.1
75	152	6.9187	0.896849	2.768	0	15.5672	1558.1
76	152	6.97014	0.876919	2.768	0	15.5672	1558.1
77	152	7.02158	0.856989	2.768	0	15.5672	1558.1
78	152	7.07302	0.837059	2.768	0	15.5672	1558.1
79	152	7.12446	0.817129	2.768	0	15.5672	1558.1
80	152	7.1759	0.797199	2.768	0	15.5672	1558.1
81	152	7.22734	0.777269	2.768	0	15.5672	1558.1
82	152	7.27878	0.757339	2.768	0	15.5672	1558.1
83	152	7.33022	0.737409	2.768	0	15.5672	1558.1
84	152	7.38166	0.717479	2.768	0	15.5672	1558.1
85	152	7.4331	0.697549	2.768	0	15.5672	1558.1
86	152	7.48454	0.677619	2.768	0	15.5672	1558.1
87	152	7.53598	0.657689	2.768	0	15.5672	1558.1
88	152	7.58743	0.637759	2.768	0	15.5672	1558.1
89	152	7.63887	0.617829	2.768	0	15.5672	1558.1
90	152	7.69031	0.597899	2.768	0	15.5672	1558.1

0	153	4.39211	1.87151	2.53401	5.24814	23.082	1704.81
1	153	4.40953	1.86585	2.53756	5.17257	22.9444	1702.48
2	153	4.43956	1.85606	2.54363	5.04331	22.7113	1698.51
3	153	4.46964	1.8462	2.54968	4.91413	22.4812	1694.57
4	153	4.4994	1.83641	2.55561	4.78721	22.2577	1690.7
5	153	4.54816	1.82028	2.56526	4.58014	21.8988	1684.43
6	153	4.57766	1.81046	2.57105	4.45583	21.6865	1680.69
7	153	4.60714	1.80062	2.57679	4.33212	21.4778	1676.98
8	153	4.6364	1.79081	2.58244	4.21013	21.2742	1673.34
9	153	4.69391	1.77141	2.59344	3.97209	20.8838	1666.27
10	153	4.72291	1.76157	2.59892	3.85313	20.6918	1662.76
11	153	4.7519	1.75169	2.60436	3.73485	20.5032	1659.28
12	153	4.78071	1.74184	2.60972	3.61816	20.3191	1655.87
13	153	4.80949	1.73196	2.61503	3.50222	20.1382	1652.49
14	153	4.84708	1.719	2.62189	3.35202	19.9067	1648.13
15	153	4.87569	1.70909	2.62706	3.23855	19.7341	1644.85
16	153	4.90417	1.69919	2.63216	3.12644	19.5654	1641.63
17	153	4.9326	1.68927	2.6372	3.01536	19.4	1638.45
18	153	4.96091	1.67936	2.64217	2.90558	19.2383	1635.32
19	153	5.00802	1.66278	2.65033	2.72477	18.9757	1630.19
20	153	5.03616	1.65283	2.65514	2.61798	18.8227	1627.18
21	153	5.06423	1.64286	2.65988	2.5123	18.6729	1624.21
22	153	5.0922	1.6329	2.66455	2.40803	18.5267	1621.3
23	153	5.1201	1.62293	2.66916	2.30493	18.3835	1618.43
24	153	5.14789	1.61297	2.67369	2.20322	18.2438	1615.61
25	153	5.17673	1.60259	2.67834	2.09874	18.1017	1612.73
26	153	5.20441	1.59259	2.68274	1.99954	17.9682	1610
27	153	5.23199	1.5826	2.68706	1.90173	17.8379	1607.33
28	153	5.25948	1.57261	2.69131	1.80537	17.7107	1604.7
29	153	5.28687	1.56262	2.69548	1.71046	17.5868	1602.13
30	153	5.31416	1.55263	2.69958	1.61707	17.466	1599.61
31	153	5.35292	1.5384	2.70528	1.48651	17.2991	1596.1
32	153	5.38	1.52842	2.70919	1.39678	17.1858	1593.71
33	153	5.40697	1.51844	2.71301	1.30869	17.0755	1591.37
34	153	5.43381	1.50849	2.71675	1.22237	16.9686	1589.08
35	153	5.46053	1.49855	2.72039	1.13781	16.8648	1586.86
36	153	5.48711	1.48864	2.72395	1.05511	16.7642	1584.69
37	153	5.53538	1.47056	2.73021	0.908708	16.5884	1580.88
38	153	5.56157	1.46072	2.7335	0.831519	16.497	1578.88
39	153	5.5876	1.4509	2.73669	0.756344	16.4087	1576.95
40	153	5.61342	1.44115	2.73977	0.683567	16.324	1575.09
41	153	5.63905	1.43144	2.74274	0.61302	16.2426	1573.29
42	153	5.66445	1.4218	2.74559	0.545027	16.1648	1571.56
43	153	5.68962	1.41222	2.74833	0.479535	16.0905	1569.91
44	153	5.72079	1.40032	2.75159	0.401356	16.0026	1567.95
45	153	5.74537	1.39092	2.75404	0.342126	15.9367	1566.47
46	153	5.76961	1.38163	2.75636	0.286044	15.8748	1565.08
47	153	5.79349	1.37246	2.75853	0.233281	15.817	1563.77
48	153	5.81695	1.36344	2.76054	0.184113	15.7635	1562.57
49	153	5.83992	1.35459	2.76239	0.138818	15.7146	1561.46
50	153	5.86235	1.34594	2.76406	0.0977675	15.6706	1560.46
51	153	5.89888	1.33182	2.76642	0.0392504	15.6084	1559.04
52	153	5.91923	1.32394	2.7675	0.0125747	15.5804	1558.4
53	153	5.93704	1.31704	2.768	0	15.5672	1558.1
54	153	5.94134	1.31538	2.768	0	15.5672	1558.1
55	153	5.99278	1.29545	2.768	0	15.5672	1558.1
56	153	6.04422	1.27552	2.768	0	15.5672	1558.1
57	153	6.09566	1.25559	2.768	0	15.5672	1558.1
58	153	6.1471	1.23566	2.768	0	15.5672	1558.1
59	153	6.19854	1.21573	2.768	0	15.5672	1558.1
60	153	6.24998	1.1958	2.768	0	15.5672	1558.1
61	153	6.30142	1.17587	2.768	0	15.5672	1558.1
62	153	6.35286	1.15594	2.768	0	15.5672	1558.1
63	153	6.4043	1.13601	2.768	0	15.5672	1558.1
64	153	6.45574	1.11608	2.768	0	15.5672	1558.1
65	153	6.50718	1.09615	2.768	0	15.5672	1558.1
66	153	6.55862	1.07622	2.768	0	15.5672	1558.1
67	153	6.61006	1.05629	2.768	0	15.5672	1558.1
68	153	6.6615	1.03636	2.768	0	15.5672	1558.1
69	153	6.71294	1.01643	2.768	0	15.5672	1558.1
70	153	6.76438	0.996499	2.768	0	15.5672	1558.1
71	153	6.81582	0.976569	2.768	0	15.5672	1558.1
72	153	6.86726	0.956639	2.768	0	15.5672	1558.1
73	153	6.9187	0.936709	2.768	0	15.5672	1558.1
74	153	6.97014	0.916779	2.768	0	15.5672	1558.1
75	153	7.02158	0.896849	2.768	0	15.5672	1558.1
76	153	7.07302	0.876919	2.768	0	15.5672	1558.1
77	153	7.12446	0.856989	2.768	0	15.5672	1558.1
78	153	7.1759	0.837059	2.768	0	15.5672	1558.1
79	153	7.22734	0.817129	2.768	0	15.5672	1558.1
80	153	7.27878	0.797199	2.768	0	15.5672	1558.1
81	153	7.33022	0.777269	2.768	0	15.5672	1558.1
82	153	7.38166	0.757339	2.768	0	15.5672	1558.1
83	153	7.4331	0.737409	2.768	0	15.5672	1558.1
84	153	7.48454	0.717479	2.768	0	15.5672	1558.1
85	153	7.53598	0.697549	2.768	0	15.5672	1558.1
86	153	7.58743	0.677619	2.768	0	15.5672	1558.1
87	153	7.63887	0.657689	2.768	0	15.5672	1558.1
88	153	7.69031	0.637759	2.768	0	15.5672	1558.1

0	154	4.48143	1.87954	2.54452	5.02734	22.6774	1697.93
1	154	4.48266	1.87914	2.54476	5.0221	22.668	1697.77
2	154	4.51294	1.86921	2.55079	4.89326	22.4392	1693.84
3	154	4.54289	1.85935	2.5567	4.76668	22.217	1689.99
4	154	4.59199	1.8431	2.56631	4.56018	21.8601	1683.75
5	154	4.62169	1.83321	2.57207	4.43622	21.6491	1680.03
6	154	4.65136	1.8233	2.57779	4.31287	21.4415	1676.33
7	154	4.68081	1.81342	2.58342	4.19124	21.2392	1672.71
8	154	4.7387	1.79388	2.59438	3.95392	20.8509	1665.67
9	154	4.7679	1.78397	2.59983	3.83533	20.6601	1662.18
10	154	4.79708	1.77402	2.60525	3.71742	20.4725	1658.72
11	154	4.82607	1.7641	2.61058	3.60111	20.2895	1655.32
12	154	4.85504	1.75415	2.61587	3.48555	20.1097	1651.95
13	154	4.89288	1.7411	2.6227	3.33585	19.8796	1647.62
14	154	4.92167	1.73112	2.62785	3.22278	19.708	1644.36
15	154	4.95034	1.72115	2.63292	3.11106	19.5402	1641.15
16	154	4.97894	1.71117	2.63794	3.00038	19.3758	1637.98
17	154	5.00743	1.70119	2.64289	2.89099	19.215	1634.87
18	154	5.05484	1.68449	2.65101	2.71086	18.9539	1629.77
19	154	5.08315	1.67448	2.6558	2.60448	18.8019	1626.77
20	154	5.1114	1.66445	2.66052	2.49921	18.653	1623.82
21	154	5.13954	1.65442	2.66517	2.39534	18.5076	1620.92
22	154	5.16761	1.64439	2.66975	2.29266	18.3653	1618.06
23	154	5.19557	1.63435	2.67426	2.19137	18.2264	1615.26
24	154	5.22459	1.62391	2.67888	2.08734	18.0852	1612.39
25	154	5.25243	1.61385	2.68325	1.98856	17.9525	1609.68
26	154	5.28018	1.60379	2.68756	1.89117	17.823	1607.02
27	154	5.30783	1.59374	2.69178	1.79524	17.6966	1604.41
28	154	5.33538	1.58369	2.69593	1.70077	17.5734	1601.85
29	154	5.36282	1.57364	2.70001	1.60781	17.4534	1599.34
30	154	5.4018	1.55933	2.70568	1.47786	17.2875	1595.86
31	154	5.42903	1.54928	2.70956	1.38856	17.1749	1593.48
32	154	5.45616	1.53925	2.71337	1.30091	17.0654	1591.15
33	154	5.48314	1.52924	2.71708	1.21502	16.9591	1588.88
34	154	5.51	1.51925	2.7207	1.1309	16.8559	1586.67
35	154	5.53672	1.50928	2.72424	1.04863	16.756	1584.51
36	154	5.58525	1.4911	2.73047	0.903015	16.5814	1580.73
37	154	5.61156	1.48121	2.73373	0.826253	16.4905	1578.74
38	154	5.63773	1.47135	2.7369	0.7515	16.4028	1576.82
39	154	5.66367	1.46154	2.73996	0.679142	16.3187	1574.97
40	154	5.68943	1.45178	2.74291	0.609008	16.2378	1573.18
41	154	5.71494	1.4421	2.74575	0.541421	16.1606	1571.47
42	154	5.74022	1.43247	2.74847	0.476328	16.0868	1569.83
43	154	5.77153	1.42053	2.7517	0.398635	15.9995	1567.88
44	154	5.79621	1.41108	2.75414	0.339781	15.9341	1566.41
45	154	5.82056	1.40176	2.75644	0.284062	15.8726	1565.03
46	154	5.84452	1.39255	2.7586	0.231647	15.8151	1563.73
47	154	5.86806	1.3835	2.7606	0.18281	15.7621	1562.53
48	154	5.89112	1.37462	2.76243	0.137826	15.7135	1561.43
49	154	5.91362	1.36593	2.76409	0.0970611	15.6698	1560.44
50	154	5.95025	1.35178	2.76644	0.0389619	15.6081	1559.03
51	154	5.97065	1.34388	2.7675	0.0124814	15.5803	1558.4
52	154	5.98848	1.33697	2.768	0	15.5672	1558.1
53	154	5.99278	1.33531	2.768	0	15.5672	1558.1
54	154	6.04422	1.31538	2.768	0	15.5672	1558.1
55	154	6.09566	1.29545	2.768	0	15.5672	1558.1
56	154	6.1471	1.27552	2.768	0	15.5672	1558.1
57	154	6.19854	1.25559	2.768	0	15.5672	1558.1
58	154	6.24998	1.23566	2.768	0	15.5672	1558.1
59	154	6.30142	1.21573	2.768	0	15.5672	1558.1
60	154	6.35286	1.1958	2.768	0	15.5672	1558.1
61	154	6.4043	1.17587	2.768	0	15.5672	1558.1
62	154	6.45574	1.15594	2.768	0	15.5672	1558.1
63	154	6.50718	1.13601	2.768	0	15.5672	1558.1
64	154	6.55862	1.11608	2.768	0	15.5672	1558.1
65	154	6.61006	1.09615	2.768	0	15.5672	1558.1
66	154	6.6615	1.07622	2.768	0	15.5672	1558.1
67	154	6.71294	1.05629	2.768	0	15.5672	1558.1
