i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
81	150	6.97014	0.797199	2.768	0	15.5672	1558.1	0.000545686	1.55478
82	150	7.02158	0.777269	2.768	0	15.5672	1558.1	0.000545686	1.47801
83	150	7.07302	0.757339	2.768	0	15.5672	1558.1	0.000545686	1.40319
84	150	7.12446	0.737409	2.768	0	15.5672	1558.1	0.000545686	1.33031
85	150	7.1759	0.717479	2.768	0	15.5672	1558.1	0.000545686	1.25937
86	150	7.22734	0.697549	2.768	0	15.5672	1558.1	0.000545686	1.19038
87	150	7.27878	0.677619	2.768	0	15.5672	1558.1	0.000545686	1.12333
88	150	7.33022	0.657689	2.768	0	15.5672	1558.1	0.000545686	1.05822
89	150	7.38166	0.637759	2.768	0	15.5672	1558.1	0.000545686	0.995059
90	150	7.4331	0.617829	2.768	0	15.5672	1558.1	0.000545686	0.933839
91	150	7.48454	0.597899	2.768	0	15.5672	1558.1	0.000545686	0.874563
92	150	7.53598	0.577969	2.768	0	15.5672	1558.1	0.000545686	0.817231
93	150	7.58743	0.558039	2.768	0	15.5672	1558.1	0.000545686	0.761842
94	150	7.63887	0.538109	2.768	0	15.5672	1558.1	0.000545686	0.708396
95	150	7.69031	0.518179	2.768	0	15.5672	1558.1	0.000545686	0.656894
96	150	7.74175	0.498249	2.768	0	15.5672	1558.1	0.000545686	0.607336
97	150	7.79319	0.478319	2.768	0	15.5672	1558.1	0.000545686	0.559721
98	150	7.84463	0.458389	2.768	0	15.5672	1558.1	0.000545686	0.514049
99	150	7.89607	0.438459	2.768	0	15.5672	1558.1	0.000545686	0.470321
100	150	7.94751	0.41853	2.768	0	15.5672	1558.1	0.000545686	0.428536
101	150	7.99895	0.3986	2.768	0	15.5672	1558.1	0.000545686	0.388695
102	150	8.05039	0.37867	2.768	0	15.5672	1558.1	0.000545686	0.350797
103	150	8.10183	0.35874	2.768	0	15.5672	1558.1	0.000545686	0.314843
104	150	8.15327	0.33881	2.768	0	15.5672	1558.1	0.000545686	0.280832
105	150	8.20471	0.31888	2.768	0	15.5672	1558.1	0.000545686	0.248765
106	150	8.25615	0.29895	2.768	0	15.5672	1558.1	0.000545686	0.218641
107	150	8.30759	0.27902	2.768	0	15.5672	1558.1	0.000545686	0.19046
108	150	8.35903	0.25909	2.768	0	15.5672	1558.1	0.000545686	0.164224
109	150	8.41047	0.23916	2.768	0	15.5672	1558.1	0.000545686	0.13993
110	150	8.46191	0.21923	2.768	0	15.5672	1558.1	0.000545686	0.11758
111	150	8.51335	0.1993	2.768	0	15.5672	1558.1	0.000545686	0.0971737
112	150	8.56479	0.17937	2.768	0	15.5672	1558.1	0.000545686	0.0787107
113	150	8.61623	0.15944	2.768	0	15.5672	1558.1	0.000545686	0.0621912
114	150	8.66767	0.13951	2.768	0	15.5672	1558.1	0.000545686	0.0476151
115	150	8.71911	0.11958	2.768	0	15.5672	1558.1	0.000545686	0.0349825
116	150	8.77055	0.0996499	2.768	0	15.5672	1558.1	0.000545686	0.0242934
117	150	8.82199	0.0797199	2.768	0	15.5672	1558.1	0.000545686	0.0155478
118	150	8.87343	0.0597899	2.768	0	15.5672	1558.1	0.000545686	0.00874563
119	150	8.92487	0.03986	2.768	0	15.5672	1558.1	0.000545686	0.00388695
120	150	8.97631	0.01993	2.768	0	15.5672	1558.1	0.000545686	0.000971737
121	150	9.02775	0	2.768	0	15.5672	1558.1	0.000545686	0

0	151	4.21519	1.85456	2.51243	5.6986	23.9362	1719.02	0.000760506	9.71737
1	151	4.22393	1.85177	2.51427	5.65966	23.8619	1717.8	0.000758685	9.67347
2	151	4.25436	1.84199	2.52069	5.52387	23.6054	1713.56	0.000752384	9.52185
3	151	4.28422	1.83236	2.52693	5.39179	23.3587	1709.45	0.000746311	9.37523
4	151	4.32385	1.8195	2.53519	5.21661	23.0364	1704.04	0.000738352	9.18374
5	151	4.35348	1.80985	2.5413	5.08667	22.8006	1700.03	0.000732513	9.04295
6	151	4.38315	1.80014	2.54739	4.9568	22.5677	1696.05	0.000726736	8.90391
7	151	4.4125	1.79049	2.55337	4.82919	22.3416	1692.16	0.000721111	8.76828
8	151	4.46061	1.77459	2.56311	4.62096	21.9784	1685.83	0.00071205	8.55001
9	151	4.48971	1.76492	2.56894	4.49594	21.7637	1682.05	0.000706676	8.42034
10	151	4.5188	1.75522	2.57473	4.37151	21.5525	1678.31	0.000701379	8.29255
11	151	4.54767	1.74555	2.58043	4.24879	21.3465	1674.63	0.000696202	8.16742
12	151	4.60441	1.72644	2.59152	4.00929	20.9515	1667.5	0.000686239	7.92639
13	151	4.63303	1.71673	2.59705	3.88958	20.7572	1663.96	0.000681326	7.80721
14	151	4.66164	1.707	2.60254	3.77053	20.5663	1660.45	0.000676486	7.68972
15	151	4.69006	1.69729	2.60794	3.65308	20.38	1657	0.000671754	7.57451
16	151	4.71847	1.68755	2.6133	3.53637	20.197	1653.59	0.000667093	7.46094
17	151	4.75557	1.67477	2.62022	3.38513	19.9628	1649.19	0.000661117	7.31481
18	151	4.78381	1.665	2.62544	3.27088	19.7881	1645.88	0.000656649	7.20529
19	151	4.81193	1.65523	2.63059	3.15797	19.6173	1642.63	0.000652273	7.09768
20	151	4.83998	1.64545	2.63567	3.04609	19.4499	1639.41	0.000647975	6.9917
21	151	4.86793	1.63568	2.64069	2.93549	19.2863	1636.25	0.000643763	6.88749
22	151	4.91445	1.61932	2.64893	2.75331	19.0204	1631.07	0.000636907	6.71706
23	151	4.94223	1.6095	2.65379	2.64569	18.8656	1628.03	0.000632903	6.61699
24	151	4.96996	1.59967	2.65858	2.53917	18.714	1625.03	0.000628975	6.51842
25	151	4.99758	1.58984	2.6633	2.43405	18.566	1622.08	0.000625132	6.42148
26	151	5.02513	1.58001	2.66795	2.3301	18.4211	1619.18	0.000621365	6.326
27	151	5.05259	1.57017	2.67253	2.22754	18.2796	1616.33	0.000617679	6.23206
28	151	5.08108	1.55992	2.67722	2.12217	18.1357	1613.42	0.000613926	6.13585
29	151	5.10842	1.55006	2.68167	2.0221	18.0006	1610.66	0.000610392	6.04467
30	151	5.13568	1.54019	2.68604	1.92342	17.8686	1607.96	0.000606937	5.95491
31	151	5.16284	1.53032	2.69033	1.82618	17.7399	1605.3	0.00060356	5.86658
32	151	5.18991	1.52045	2.69455	1.7304	17.6143	1602.7	0.000600263	5.77964
33	151	5.21688	1.51059	2.69869	1.63612	17.492	1600.15	0.000597044	5.69406
34	151	5.2552	1.49653	2.70446	1.50429	17.323	1596.61	0.000592587	5.57431
35	151	5.28197	1.48667	2.70841	1.41368	17.2082	1594.18	0.000589555	5.49185
36	151	5.30864	1.47681	2.71228	1.32469	17.0965	1591.81	0.000586601	5.41069
37	151	5.33519	1.46697	2.71606	1.23749	16.9882	1589.5	0.000583731	5.33088
38	151	5.36161	1.45715	2.71975	1.15204	16.883	1587.25	0.00058094	5.25237
39	151	5.38791	1.44734	2.72335	1.06845	16.7811	1585.06	0.000578233	5.17518
40	151	5.43568	1.42946	2.72969	0.920435	16.603	1581.2	0.000573492	5.03722
41	151	5.4616	1.41972	2.73302	0.842371	16.5102	1579.18	0.00057102	4.96358
42	151	5.48737	1.41001	2.73625	0.766325	16.4208	1577.22	0.00056863	4.89118
43	151	5.51294	1.40035	2.73937	0.69269	16.3349	1575.33	0.000566334	4.82018
44	151	5.53833	1.39074	2.74238	0.621293	16.2524	1573.51	0.000564126	4.75045
45	151	5.56348	1.38119	2.74527	0.552466	16.1735	1571.76	0.000562012	4.68211
46	151	5.58842	1.3717	2.74805	0.486154	16.0982	1570.08	0.000559992	4.61508
47	151	5.61932	1.35991	2.75135	0.406973	16.0091	1568.09	0.000557599	4.53304
48	151	5.6437	1.35059	2.75384	0.346968	15.9422	1566.59	0.000555801	4.46907
49	151	5.66774	1.34138	2.75619	0.290137	15.8794	1565.18	0.00055411	4.40661
50	151	5.69143	1.33228	2.75839	0.236656	15.8207	1563.86	0.00055253	4.34568
51	151	5.71472	1.32333	2.76043	0.186806	15.7664	1562.63	0.000551068	4.28638
52	151	5.73753	1.31454	2.76231	0.140871	15.7168	1561.51	0.000549729	4.2288
53	151	5.75982	1.30594	2.764	0.0992282	15.6722	1560.49	0.000548524	4.17308
54	151	5.79614	1.29191	2.7664	0.0398471	15.6091	1559.06	0.000546819	4.08331
55	151	5.81639	1.28406	2.76749	0.0127676	15.5806	1558.4	0.000546048	4.03378
56	151	5.83416	1.27718	2.768	0	15.5672	1558.1	0.000545686	3.99064
57	151	5.83846	1.27552	2.768	0	15.5672	1558.1	0.000545686	3.98024
58	151	5.8899	1.25559	2.768	0	15.5672	1558.1	0.000545686	3.85682
59	151	5.94134	1.23566	2.768	0	15.5672	1558.1	0.000545686	3.73536
60	151	5.99278	1.21573	2.768	0	15.5672	1558.1	0.000545686	3.61583
61	151	6.04422	1.1958	2.768	0	15.5672	1558.1	0.000545686	3.49825
62	151	6.09566	1.17587	2.768	0	15.5672	1558.1	0.000545686	3.38262
63	151	6.1471	1.15594	2.768	0	15.5672	1558.1	0.000545686	3.26892
64	151	6.19854	1.13601	2.768	0	15.5672	1558.1	0.000545686	3.15717
65	151	6.24998	1.11608	2.768	0	15.5672	1558.1	0.000545686	3.04737
66	151	6.30142	1.09615	2.768	0	15.5672	1558.1	0.000545686	2.93951
67	151	6.35286	1.07622	2.768	0	15.5672	1558.1	0.000545686	2.83359
68	151	6.4043	1.05629	2.768	0	15.5672	1558.1	0.000545686	2.72961
69	151	6.45574	1.03636	2.768	0	15.5672	1558.1	0.000545686	2.62758
70	151	6.50718	1.01643	2.768	0	15.5672	1558.1	0.000545686	2.52749
71	151	6.55862	0.996499	2.768	0	15.5672	1558.1	0.000545686	2.42934
72	151	6.61006	0.976569	2.768	0	15.5672	1558.1	0.000545686	2.33314
73	151	6.6615	0.956639	2.768	0	15.5672	1558.1	0.000545686	2.23888
74	151	6.71294	0.936709	2.768	0	15.5672	1558.1	0.000545686	2.14657
75	151	6.76438	0.916779	2.768	0	15.5672	1558.1	0.000545686	2.0562
76	151	6.81582	0.896849	2.768	0	15.5672	1558.1	0.000545686	1.96777
77	151	6.86726	0.876919	2.768	0	15.5672	1558.1	0.000545686	1.88128
78	151	6.9187	0.856989	2.768	0	15.5672	1558.1	0.000545686	1.79674
79	151	6.97014	0.837059	2.768	0	15.5672	1558.1	0.000545686	1.71414
80	151	7.02158	0.817129	2.768	0	15.5672	1558.1	0.000545686	1.63349
81	151	7.07302	0.797199	2.768	0	15.5672	1558.1	0.000545686	1.55478
82	151	7.12446	0.777269	2.768	0	15.5672	1558.1	0.000545686	1.47801
83	151	7.1759	0.757339	2.768	0	15.5672	1558.1	0.000545686	1.40319
84	151	7.22734	0.737409	2.768	0	15.5672	1558.1	0.000545686	1.33031
85	151	7.27878	0.717479	2.768	0	15.5672	1558.1	0.000545686	1.25937
86	151	7.33022	0.697549	2.768	0	15.5672	1558.1	0.000545686	1.19038
87	151	7.38166	0.677619	2.768	0	15.5672	1558.1	0.000545686	1.12333
88	151	7.4331	0.657689	2.768	0	15.5672	1558.1	0.000545686	1.05822
89	151	7.48454	0.637759	2.768	0	15.5672	1558.1	0.000545686	0.995059
90	151	7.53598	0.617829	2.768	0	15.5672	1558.1	0.000545686	0.933839
91	151	7.58743	0.597899	2.768	0	15.5672	1558.1	0.000545686	0.874563
92	151	7.63887	0.577969	2.768	0	15.5672	1558.1	0.000545686	0.817231
93	151	7.69031	0.558039	2.768	0	15.5672	1558.1	0.000545686	0.761842
94	151	7.74175	0.538109	2.768	0	15.5672	1558.1	0.000545686	0.708396
95	151	7.79319	0.518179	2.768	0	15.5672	1558.1	0.000545686	0.656894
96	151	7.84463	0.498249	2.768	0	15.5672	1558.1	0.000545686	0.607336
97	151	7.89607	0.478319	2.768	0	15.5672	1558.1	0.000545686	0.559721
98	151	7.94751	0.458389	2.768	0	15.5672	1558.1	0.000545686	0.514049
99	151	7.99895	0.438459	2.768	0	15.5672	1558.1	0.000545686	0.470321
100	151	8.05039	0.41853	2.768	0	15.5672	1558.1	0.000545686	0.428536
101	151	8.10183	0.3986	2.768	0	15.5672	1558.1	0.000545686	0.388695
102	151	8.15327	0.37867	2.768	0	15.5672	1558.1	0.000545686	0.350797
103	151	8.20471	0.35874	2.768	0	15.5672	1558.1	0.000545686	0.314843
104	151	8.25615	0.33881	2.768	0	15.5672	1558.1	0.000545686	0.280832
105	151	8.30759	0.31888	2.768	0	15.5672	1558.1	0.000545686	0.248765
106	151	8.35903	0.29895	2.768	0	15.5672	1558.1	0.000545686	0.218641
107	151	8.41047	0.27902	2.768	0	15.5672	1558.1	0.000545686	0.19046
108	151	8.46191	0.25909	2.768	0	15.5672	1558.1	0.000545686	0.164224
109	151	8.51335	0.23916	2.768	0	15.5672	1558.1	0.000545686	0.13993
110	151	8.56479	0.21923	2.768	0	15.5672	1558.1	0.000545686	0.11758
111	151	8.61623	0.1993	2.768	0	15.5672	1558.1	0.000545686	0.0971737
112	151	8.66767	0.17937	2.768	0	15.5672	1558.1	0.000545686	0.0787107
113	151	8.71911	0.15944	2.768	0	15.5672	1558.1	0.000545686	0.0621912
114	151	8.77055	0.13951	2.768	0	15.5672	1558.1	0.000545686	0.0476151
115	151	8.82199	0.11958	2.768	0	15.5672	1558.1	0.000545686	0.0349825
116	151	8.87343	0.0996499	2.768	0	15.5672	1558.1	0.000545686	0.0242934
117	151	8.92487	0.0797199	2.768	0	15.5672	1558.1	0.000545686	0.0155478
118	151	8.97631	0.0597899	2.768	0	15.5672	1558.1	0.000545686	0.00874563
119	151	9.02775	0.03986	2.768	0	15.5672	1558.1	0.000545686	0.00388695
120	151	9.07919	0.01993	2.768	0	15.5672	1558.1	0.000545686	0.000971737
121	151	9.13063	0	2.768	0	15.5672	1558.1	0.000545686	0

0	152	4.30338	1.86319	2.52333	5.47167	23.501	1711.83	0.000749814	9.71737
1	152	4.32676	1.85564	2.52816	5.36917	23.3104	1708.65	0.000745118	9.60149
2	152	4.36667	1.84268	2.53639	5.19443	22.9899	1703.25	0.000737203	9.40656
3	152	4.3965	1.83296	2.54247	5.06484	22.7555	1699.27	0.000731396	9.26324
4	152	4.42638	1.82317	2.54854	4.93531	22.524	1695.3	0.00072565	9.12169
5	152	4.45593	1.81346	2.5545	4.80805	22.2992	1691.42	0.000720055	8.98361
6	152	4.50437	1.79744	2.56419	4.6004	21.9382	1685.13	0.000711044	8.76138
7	152	4.53367	1.7877	2.57	4.47573	21.7247	1681.37	0.000705699	8.62934
8	152	4.56295	1.77793	2.57577	4.35167	21.5148	1677.64	0.000700431	8.49921
9	152	4.59202	1.76819	2.58144	4.22931	21.31	1673.98	0.000695283	8.37179
10	152	4.64914	1.74893	2.59249	3.99055	20.9173	1666.88	0.000685375	8.12633
11	152	4.67796	1.73916	2.59799	3.87121	20.7242	1663.35	0.00068049	8.00496
12	152	4.70676	1.72935	2.60346	3.75255	20.5344	1659.86	0.000675677	7.88529
13	152	4.73537	1.71957	2.60884	3.63548	20.3492	1656.43	0.00067097	7.76795
14	152	4.76396	1.70976	2.61417	3.51916	20.1673	1653.03	0.000666336	7.65226
15	152	4.80131	1.69689	2.62106	3.36844	19.9345	1648.65	0.000660394	7.50341
16	152	4.82974	1.68705	2.62626	3.25459	19.7608	1645.36	0.000655951	7.39185
17	152	4.85804	1.67722	2.63138	3.14208	19.5911	1642.12	0.0006516	7.28223
18	152	4.88628	1.66737	2.63644	3.0306	19.4247	1638.93	0.000647326	7.17426
19	152	4.91441	1.65752	2.64144	2.92041	19.262	1635.78	0.000643139	7.06809
20	152	4.96122	1.64105	2.64964	2.73892	18.9978	1630.63	0.000636322	6.89445
21	152	4.98918	1.63117	2.65447	2.63172	18.844	1627.6	0.000632342	6.79249
22	152	5.01709	1.62127	2.65924	2.52562	18.6933	1624.62	0.000628437	6.69205
23	152	5.04488	1.61138	2.66393	2.42093	18.5461	1621.69	0.000624617	6.59327
24	152	5.07261	1.60147	2.66856	2.3174	18.4021	1618.8	0.000620871	6.49597
25	152	5.10023	1.59157	2.67312	2.21527	18.2615	1615.97	0.000617208	6.40025
26	152	5.12889	1.58126	2.67779	2.11035	18.1185	1613.07	0.000613477	6.3022
27	152	5.1564	1.57133	2.68221	2.01072	17.9842	1610.33	0.000609964	6.20929
28	152	5.18383	1.5614	2.68655	1.91247	17.8531	1607.64	0.00060653	6.11781
29	152	5.21115	1.55147	2.69083	1.81568	17.7251	1605	0.000603174	6.02779
30	152	5.23838	1.54154	2.69502	1.72034	17.6004	1602.41	0.000599896	5.93918
31	152	5.26551	1.53162	2.69914	1.62651	17.4789	1599.88	0.000596697	5.85196
32	152	5.30405	1.51747	2.70488	1.49532	17.3109	1596.35	0.000592269	5.72991
33	152	5.33098	1.50754	2.7088	1.40515	17.1968	1593.94	0.000589255	5.64586
34	152	5.3578	1.49763	2.71265	1.31661	17.0859	1591.59	0.000586321	5.56314
35	152	5.38449	1.48773	2.71641	1.22986	16.9783	1589.29	0.000583468	5.48179
36	152	5.41107	1.47785	2.72008	1.14485	16.8738	1587.05	0.000580696	5.40177
37	152	5.4375	1.46799	2.72365	1.06171	16.7725	1584.87	0.000578006	5.32308
38	152	5.48552	1.45001	2.72996	0.914513	16.5956	1581.04	0.000573296	5.18246
39	152	5.51158	1.44022	2.73326	0.836891	16.5035	1579.03	0.00057084	5.10741
40	152	5.53748	1.43046	2.73647	0.761284	16.4146	1577.08	0.000568467	5.03361
41	152	5.56317	1.42075	2.73957	0.688082	16.3294	1575.21	0.000566187	4.96125
42	152	5.58869	1.41109	2.74256	0.617114	16.2474	1573.4	0.000563993	4.89017
43	152	5.61396	1.40149	2.74544	0.548708	16.1691	1571.66	0.000561894	4.82051
44	152	5.63902	1.39196	2.74819	0.48281	16.0943	1570	0.000559888	4.7522
45	152	5.67005	1.38012	2.75147	0.404135	16.0058	1568.02	0.000557512	4.66859
46	152	5.69453	1.37076	2.75394	0.344521	15.9394	1566.53	0.000555726	4.60341
47	152	5.71868	1.36151	2.75628	0.288069	15.877	1565.13	0.000554048	4.53975
48	152	5.74246	1.35237	2.75846	0.23495	15.8188	1563.82	0.000552479	4.47767
49	152	5.76583	1.34339	2.76049	0.185445	15.765	1562.6	0.000551027	4.41725
50	152	5.78873	1.33457	2.76235	0.139833	15.7157	1561.48	0.000549699	4.3586
51	152	5.81108	1.32594	2.76403	0.0984897	15.6714	1560.47	0.000548502	4.30185
52	152	5.84751	1.31186	2.76641	0.0395454	15.6088	1559.05	0.00054681	4.21044
53	152	5.86781	1.304	2.76749	0.01267	15.5805	1558.4	0.000546045	4.16002
54	152	5.8856	1.29711	2.768	0	15.5672	1558.1	0.000545686	4.11615
55	152	5.8899	1.29545	2.768	0	15.5672	1558.1	0.000545686	4.10559
56	152	5.94134	1.27552	2.768	0	15.5672	1558.1	0.000545686	3.98024
57	152	5.99278	1.25559	2.768	0	15.5672	1558.1	0.000545686	3.85682
58	152	6.04422	1.23566	2.768	0	15.5672	1558.1	0.000545686	3.73536
59	152	6.09566	1.21573	2.768	0	15.5672	1558.1	0.000545686	3.61583
60	152	6.1471	1.1958	2.768	0	15.5672	1558.1	0.000545686	3.49825
61	152	6.19854	1.17587	2.768	0	15.5672	1558.1	0.000545686	3.38262
62	152	6.24998	1.15594	2.768	0	15.5672	1558.1	0.000545686	3.26892
63	152	6.30142	1.13601	2.768	0	15.5672	1558.1	0.000545686	3.15717
64	152	6.35286	1.11608	2.768	0	15.5672	1558.1	0.000545686	3.04737
65	152	6.4043	1.09615	2.768	0	15.5672	1558.1	0.000545686	2.93951
66	152	6.45574	1.07622	2.768	0	15.5672	1558.1	0.000545686	2.83359
67	152	6.50718	1.05629	2.768	0	15.5672	1558.1	0.000545686	2.72961
68	152	6.55862	1.03636	2.768	0	15.5672	1558.1	0.000545686	2.62758
69	152	6.61006	1.01643	2.768	0	15.5672	1558.1	0.000545686	2.52749
70	152	6.6615	0.996499	2.768	0	15.5672	1558.1	0.000545686	2.42934
71	152	6.71294	0.976569	2.768	0	15.5672	1558.1	0.000545686	2.33314
72	152	6.76438	0.956639	2.768	0	15.5672	1558.1	0.000545686	2.23888
73	152	6.81582	0.936709	2.768	0	15.5672	1558.1	0.000545686	2.14657
74	152	6.86726	0.916779	2.768	0	15.5672	1558.1	0.000545686	2.0562
75	152	6.9187	0.896849	2.768	0	15.5672	1558.1	0.000545686	1.96777
76	152	6.97014	0.876919	2.768	0	15.5672	1558.1	0.000545686	1.88128
77	152	7.02158	0.856989	2.768	0	15.5672	1558.1	0.000545686	1.79674
78	152	7.07302	0.837059	2.768	0	15.5672	1558.1	0.000545686	1.71414
79	152	7.12446	0.817129	2.768	0	15.5672	1558.1	0.000545686	1.63349
80	152	7.1759	0.797199	2.768	0	15.5672	1558.1	0.000545686	1.55478
81	152	7.22734	0.777269	2.768	0	15.5672	1558.1	0.000545686	1.47801
82	152	7.27878	0.757339	2.768	0	15.5672	1558.1	0.000545686	1.40319
83	152	7.33022	0.737409	2.768	0	15.5672	1558.1	0.000545686	1.33031
84	152	7.38166	0.717479	2.768	0	15.5672	1558.1	0.000545686	1.25937
85	152	7.4331	0.697549	2.768	0	15.5672	1558.1	0.000545686	1.19038
86	152	7.48454	0.677619	2.768	0	15.5672	1558.1	0.000545686	1.12333
87	152	7.53598	0.657689	2.768	0	15.5672	1558.1	0.000545686	1.05822
88	152	7.58743	0.637759	2.768	0	15.5672	1558.1	0.000545686	0.995059
89	152	7.63887	0.617829	2.768	0	15.5672	1558.1	0.000545686	0.933839
90	152	7.69031	0.597899	2.768	0	15.5672	1558.1	0.000545686	0.874563
91	152	7.74175	0.577969	2.768	0	15.5672	1558.1	0.000545686	0.817231
92	152	7.79319	0.558039	2.768	0	15.5672	1558.1	0.000545686	0.761842
93	152	7.84463	0.538109	2.768	0	15.5672	1558.1	0.000545686	0.708396
94	152	7.89607	0.518179	2.768	0	15.5672	1558.1	0.000545686	0.656894
95	152	7.94751	0.498249	2.768	0	15.5672	1558.1	0.000545686	0.607336
96	152	7.99895	0.478319	2.768	0	15.5672	1558.1	0.000545686	0.559721
97	152	8.05039	0.458389	2.768	0	15.5672	1558.1	0.000545686	0.514049
98	152	8.10183	0.438459	2.768	0	15.5672	1558.1	0.000545686	0.470321
99	152	8.15327	0.41853	2.768	0	15.5672	1558.1	0.000545686	0.428536
100	152	8.20471	0.3986	2.768	0	15.5672	1558.1	0.000545686	0.388695
101	152	8.25615	0.37867	2.768	0	15.5672	1558.1	0.000545686	0.350797
102	152	8.30759	0.35874	2.768	0	15.5672	1558.1	0.000545686	0.314843
103	152	8.35903	0.33881	2.768	0	15.5672	1558.1	0.000545686	0.280832
104	152	8.41047	0.31888	2.768	0	15.5672	1558.1	0.000545686	0.248765
105	152	8.46191	0.29895	2.768	0	15.5672	1558.1	0.000545686	0.218641
106	152	8.51335	0.27902	2.768	0	15.5672	1558.1	0.000545686	0.19046
107	152	8.56479	0.25909	2.768	0	15.5672	1558.1	0.000545686	0.164224
108	152	8.61623	0.23916	2.768	0	15.5672	1558.1	0.000545686	0.13993
109	152	8.66767	0.21923	2.768	0	15.5672	1558.1	0.000545686	0.11758
110	152	8.71911	0.1993	2.768	0	15.5672	1558.1	0.000545686	0.0971737
111	152	8.77055	0.17937	2.768	0	15.5672	1558.1	0.000545686	0.0787107
112	152	8.82199	0.15944	2.768	0	15.5672	1558.1	0.000545686	0.0621912
113	152	8.87343	0.13951	2.768	0	15.5672	1558.1	0.000545686	0.0476151
114	152	8.92487	0.11958	2.768	0	15.5672	1558.1	0.000545686	0.0349825
115	152	8.97631	0.0996499	2.768	0	15.5672	1558.1	0.000545686	0.0242934
116	152	9.02775	0.0797199	2.768	0	15.5672	1558.1	0.000545686	0.0155478
117	152	9.07919	0.0597899	2.768	0	15.5672	1558.1	0.000545686	0.00874563
118	152	9.13063	0.03986	2.768	0	15.5672	1558.1	0.000545686	0.00388695
119	152	9.18207	0.01993	2.768	0	15.5672	1558.1	0.000545686	0.000971737
120	152	9.23351	0	2.768	0	15.5672	1558.1	0.000545686	0

0	153	4.39211	1.87151	2.53401	5.24814	23.082	1704.81	0.00073948	9.71737
1	153	4.40953	1.86585	2.53756	5.17257	22.9444	1702.48	0.000736076	9.63192
2	153	4.43956	1.85606	2.54363	5.04331	22.7113	1698.51	0.0007303	9.48605
3	153	4.46964	1.8462	2.54968	4.91413	22.4812	1694.57	0.000724585	9.34197
4	153	4.4994	1.83641	2.55561	4.78721	22.2577	1690.7	0.00071902	9.20142
5	153	4.54816	1.82028	2.56526	4.58014	21.8988	1684.43	0.000710057	8.9752
6	153	4.57766	1.81046	2.57105	4.45583	21.6865	1680.69	0.000704742	8.84079
7	153	4.60714	1.80062	2.57679	4.33212	21.4778	1676.98	0.000699502	8.70831
8	153	4.6364	1.79081	2.58244	4.21013	21.2742	1673.34	0.000694382	8.57858
9	153	4.69391	1.77141	2.59344	3.97209	20.8838	1666.27	0.000684528	8.32866
10	153	4.72291	1.76157	2.59892	3.85313	20.6918	1662.76	0.000679669	8.20508
11	153	4.7519	1.75169	2.60436	3.73485	20.5032	1659.28	0.000674883	8.08322
12	153	4.78071	1.74184	2.60972	3.61816	20.3191	1655.87	0.000670203	7.96373
13	153	4.80949	1.73196	2.61503	3.50222	20.1382	1652.49	0.000665594	7.84592
14	153	4.84708	1.719	2.62189	3.35202	19.9067	1648.13	0.000659685	7.69433
15	153	4.87569	1.70909	2.62706	3.23855	19.7341	1644.85	0.000655267	7.58071
16	153	4.90417	1.69919	2.63216	3.12644	19.5654	1641.63	0.00065094	7.46906
17	153	4.9326	1.68927	2.6372	3.01536	19.4	1638.45	0.00064669	7.35909
18	153	4.96091	1.67936	2.64217	2.90558	19.2383	1635.32	0.000642527	7.25095
19	153	5.00802	1.66278	2.65033	2.72477	18.9757	1630.19	0.000635749	7.07407
20	153	5.03616	1.65283	2.65514	2.61798	18.8227	1627.18	0.000631792	6.97021
21	153	5.06423	1.64286	2.65988	2.5123	18.6729	1624.21	0.000627909	6.86789
22	153	5.0922	1.6329	2.66455	2.40803	18.5267	1621.3	0.000624111	6.76727
23	153	5.1201	1.62293	2.66916	2.30493	18.3835	1618.43	0.000620388	6.66814
24	153	5.14789	1.61297	2.67369	2.20322	18.2438	1615.61	0.000616746	6.57062
25	153	5.17673	1.60259	2.67834	2.09874	18.1017	1612.73	0.000613037	6.47073
26	153	5.20441	1.59259	2.68274	1.99954	17.9682	1610	0.000609545	6.37606
27	153	5.23199	1.5826	2.68706	1.90173	17.8379	1607.33	0.000606131	6.28286
28	153	5.25948	1.57261	2.69131	1.80537	17.7107	1604.7	0.000602796	6.19113
29	153	5.28687	1.56262	2.69548	1.71046	17.5868	1602.13	0.000599538	6.10084
30	153	5.31416	1.55263	2.69958	1.61707	17.466	1599.61	0.000596358	6.01198
31	153	5.35292	1.5384	2.70528	1.48651	17.2991	1596.1	0.000591957	5.88761
32	153	5.38	1.52842	2.70919	1.39678	17.1858	1593.71	0.000588962	5.80195
33	153	5.40697	1.51844	2.71301	1.30869	17.0755	1591.37	0.000586046	5.71766
34	153	5.43381	1.50849	2.71675	1.22237	16.9686	1589.08	0.000583211	5.63477
35	153	5.46053	1.49855	2.72039	1.13781	16.8648	1586.86	0.000580457	5.55323
36	153	5.48711	1.48864	2.72395	1.05511	16.7642	1584.69	0.000577784	5.47304
37	153	5.53538	1.47056	2.73021	0.908708	16.5884	1580.88	0.000573105	5.32974
38	153	5.56157	1.46072	2.7335	0.831519	16.497	1578.88	0.000570665	5.25326
39	153	5.5876	1.4509	2.73669	0.756344	16.4087	1576.95	0.000568307	5.17806
40	153	5.61342	1.44115	2.73977	0.683567	16.324	1575.09	0.000566042	5.10432
